#x-axis,1,2
-594.000E-03,-38.945E-03,-18.844E-03
-592.100E-03,-8.794E-03,+10.050E-03
-590.200E-03,+0.0E+00,+0.0E+00
-588.300E-03,-20.101E-03,+0.0E+00
-586.400E-03,+0.0E+00,+0.0E+00
-584.500E-03,+20.101E-03,+8.794E-03
-582.600E-03,+80.402E-03,+40.201E-03
-580.700E-03,+160.804E-03,+18.844E-03
-578.800E-03,+120.603E-03,-20.101E-03
-576.900E-03,+60.302E-03,-28.894E-03
-575.000E-03,+0.0E+00,-20.101E-03
-573.100E-03,+0.0E+00,-20.101E-03
-571.200E-03,+0.0E+00,-20.101E-03
-569.300E-03,+8.794E-03,-20.101E-03
-567.400E-03,+0.0E+00,+0.0E+00
-565.500E-03,+0.0E+00,+0.0E+00
-563.600E-03,-18.844E-03,-18.844E-03
-561.700E-03,-8.794E-03,-8.794E-03
-559.800E-03,+0.0E+00,+0.0E+00
-557.900E-03,-30.151E-03,+10.050E-03
-556.000E-03,-18.844E-03,+0.0E+00
-554.100E-03,-20.101E-03,-10.050E-03
-552.200E-03,-20.101E-03,-20.101E-03
-550.300E-03,-20.101E-03,-8.794E-03
-548.400E-03,+0.0E+00,-18.844E-03
-546.500E-03,-10.050E-03,-20.101E-03
-544.600E-03,-40.201E-03,-40.201E-03
-542.700E-03,-80.402E-03,-50.251E-03
-540.800E-03,-180.905E-03,+0.0E+00
-538.900E-03,-149.497E-03,+30.151E-03
-537.000E-03,-79.146E-03,+38.945E-03
-535.100E-03,-40.201E-03,+8.794E-03
-533.200E-03,-20.101E-03,+0.0E+00
-531.300E-03,-30.151E-03,-8.794E-03
-529.400E-03,-38.945E-03,+0.0E+00
-527.500E-03,-18.844E-03,-20.101E-03
-525.600E-03,+0.0E+00,+0.0E+00
-523.700E-03,-20.101E-03,+8.794E-03
-521.800E-03,-18.844E-03,+0.0E+00
-519.900E-03,-10.050E-03,+20.101E-03
-518.000E-03,+0.0E+00,+0.0E+00
-516.100E-03,-8.794E-03,+0.0E+00
-514.200E-03,-18.844E-03,+20.101E-03
-512.300E-03,+0.0E+00,+0.0E+00
-510.400E-03,+18.844E-03,+0.0E+00
-508.500E-03,-8.794E-03,-8.794E-03
-506.600E-03,+0.0E+00,+0.0E+00
-504.700E-03,+8.794E-03,+30.151E-03
-502.800E-03,+79.146E-03,+20.101E-03
-500.900E-03,+140.704E-03,+0.0E+00
-499.000E-03,+139.447E-03,-40.201E-03
-497.100E-03,+50.251E-03,-60.302E-03
-495.200E-03,+0.0E+00,-20.101E-03
-493.300E-03,+0.0E+00,+0.0E+00
-491.400E-03,+0.0E+00,+0.0E+00
-489.500E-03,+0.0E+00,+0.0E+00
-487.600E-03,-18.844E-03,-20.101E-03
-485.700E-03,+0.0E+00,-8.794E-03
-483.800E-03,-20.101E-03,+18.844E-03
-481.900E-03,-20.101E-03,+0.0E+00
-480.000E-03,+0.0E+00,-18.844E-03
-478.100E-03,-10.050E-03,+8.794E-03
-476.200E-03,+0.0E+00,-18.844E-03
-474.300E-03,-10.050E-03,-8.794E-03
-472.400E-03,+0.0E+00,+0.0E+00
-470.500E-03,-40.201E-03,-20.101E-03
-468.600E-03,-20.101E-03,+0.0E+00
-466.700E-03,-20.101E-03,-20.101E-03
-464.800E-03,-20.101E-03,-20.101E-03
-462.900E-03,-80.402E-03,-50.251E-03
-461.000E-03,-160.804E-03,-20.101E-03
-459.100E-03,-160.804E-03,+20.101E-03
-457.200E-03,-60.302E-03,+40.201E-03
-455.300E-03,-30.151E-03,+20.101E-03
-453.400E-03,-20.101E-03,+0.0E+00
-451.500E-03,-28.894E-03,+0.0E+00
-449.600E-03,-20.101E-03,-18.844E-03
-447.700E-03,-20.101E-03,+0.0E+00
-445.800E-03,+0.0E+00,+18.844E-03
-443.900E-03,-8.794E-03,+8.794E-03
-442.000E-03,-20.101E-03,+18.844E-03
-440.100E-03,-10.050E-03,+20.101E-03
-438.200E-03,+18.844E-03,+0.0E+00
-436.300E-03,-10.050E-03,-10.050E-03
-434.400E-03,-18.844E-03,+0.0E+00
-432.500E-03,+0.0E+00,+8.794E-03
-430.600E-03,+18.844E-03,+0.0E+00
-428.700E-03,+0.0E+00,-8.794E-03
-426.800E-03,-20.101E-03,+0.0E+00
-424.900E-03,-10.050E-03,+10.050E-03
-423.000E-03,+40.201E-03,+40.201E-03
-421.100E-03,+130.653E-03,+20.101E-03
-419.200E-03,+120.603E-03,+0.0E+00
-417.300E-03,+40.201E-03,-20.101E-03
-415.400E-03,-18.844E-03,-20.101E-03
-413.500E-03,+0.0E+00,-28.894E-03
-411.600E-03,-20.101E-03,+0.0E+00
-409.700E-03,+0.0E+00,-8.794E-03
-407.800E-03,+0.0E+00,-18.844E-03
-405.900E-03,+0.0E+00,-8.794E-03
-404.000E-03,-20.101E-03,+0.0E+00
-402.100E-03,-10.050E-03,+0.0E+00
-400.200E-03,+0.0E+00,+18.844E-03
-398.300E-03,-8.794E-03,+0.0E+00
-396.400E-03,-38.945E-03,-18.844E-03
-394.500E-03,-8.794E-03,-10.050E-03
-392.600E-03,-18.844E-03,-18.844E-03
-390.700E-03,-40.201E-03,+0.0E+00
-388.800E-03,-20.101E-03,-18.844E-03
-386.900E-03,-20.101E-03,-20.101E-03
-385.000E-03,-40.201E-03,-38.945E-03
-383.100E-03,-90.452E-03,-40.201E-03
-381.200E-03,-120.603E-03,+0.0E+00
-379.300E-03,-120.603E-03,+60.302E-03
-377.400E-03,-79.146E-03,+40.201E-03
-375.500E-03,-20.101E-03,+28.894E-03
-373.600E-03,-18.844E-03,+20.101E-03
-371.700E-03,-30.151E-03,+0.0E+00
-369.800E-03,-20.101E-03,+0.0E+00
-367.900E-03,-20.101E-03,+8.794E-03
-366.000E-03,-20.101E-03,+0.0E+00
-364.100E-03,-20.101E-03,+0.0E+00
-362.200E-03,-20.101E-03,+0.0E+00
-360.300E-03,-20.101E-03,+8.794E-03
-358.400E-03,-18.844E-03,+0.0E+00
-356.500E-03,-10.050E-03,+0.0E+00
-354.600E-03,+0.0E+00,+18.844E-03
-352.700E-03,+0.0E+00,+0.0E+00
-350.800E-03,+0.0E+00,+0.0E+00
-348.900E-03,+0.0E+00,+0.0E+00
-347.000E-03,+0.0E+00,+0.0E+00
-345.100E-03,-20.101E-03,+30.151E-03
-343.200E-03,+20.101E-03,+20.101E-03
-341.300E-03,+90.452E-03,+30.151E-03
-339.400E-03,+80.402E-03,+18.844E-03
-337.500E-03,+48.995E-03,-10.050E-03
-335.600E-03,+0.0E+00,-20.101E-03
-333.700E-03,+0.0E+00,+0.0E+00
-331.800E-03,+0.0E+00,+0.0E+00
-329.900E-03,+0.0E+00,-10.050E-03
-328.000E-03,+0.0E+00,+0.0E+00
-326.100E-03,-20.101E-03,-10.050E-03
-324.200E-03,-18.844E-03,+0.0E+00
-322.300E-03,-30.151E-03,-8.794E-03
-320.400E-03,-20.101E-03,-18.844E-03
-318.500E-03,+0.0E+00,+0.0E+00
-316.600E-03,-18.844E-03,-18.844E-03
-314.700E-03,+0.0E+00,-20.101E-03
-312.800E-03,+0.0E+00,-38.945E-03
-310.900E-03,-30.151E-03,+10.050E-03
-309.000E-03,-38.945E-03,+18.844E-03
-307.100E-03,-20.101E-03,-10.050E-03
-305.200E-03,+0.0E+00,-20.101E-03
-303.300E-03,-40.201E-03,-8.794E-03
-301.400E-03,-100.503E-03,+18.844E-03
-299.500E-03,-90.452E-03,+30.151E-03
-297.600E-03,-40.201E-03,+40.201E-03
-295.700E-03,-20.101E-03,+10.050E-03
-293.800E-03,+0.0E+00,+0.0E+00
-291.900E-03,-20.101E-03,-20.101E-03
-290.000E-03,+0.0E+00,+0.0E+00
-288.100E-03,-20.101E-03,-8.794E-03
-286.200E-03,+0.0E+00,+0.0E+00
-284.300E-03,-20.101E-03,+0.0E+00
-282.400E-03,-20.101E-03,+0.0E+00
-280.500E-03,-10.050E-03,+10.050E-03
-278.600E-03,+0.0E+00,+0.0E+00
-276.700E-03,+0.0E+00,+0.0E+00
-274.800E-03,+0.0E+00,+18.844E-03
-272.900E-03,-20.101E-03,+8.794E-03
-271.000E-03,-20.101E-03,-20.101E-03
-269.100E-03,+0.0E+00,+0.0E+00
-267.200E-03,-20.101E-03,+18.844E-03
-265.300E-03,-20.101E-03,+20.101E-03
-263.400E-03,+0.0E+00,+38.945E-03
-261.500E-03,+30.151E-03,+20.101E-03
-259.600E-03,+40.201E-03,+0.0E+00
-257.700E-03,+28.894E-03,-20.101E-03
-255.800E-03,+0.0E+00,-20.101E-03
-253.900E-03,-10.050E-03,+0.0E+00
-252.000E-03,+0.0E+00,+0.0E+00
-250.100E-03,-10.050E-03,-10.050E-03
-248.200E-03,+0.0E+00,+0.0E+00
-246.300E-03,+0.0E+00,-10.050E-03
-244.400E-03,+0.0E+00,+0.0E+00
-242.500E-03,-8.794E-03,+0.0E+00
-240.600E-03,-18.844E-03,+0.0E+00
-238.700E-03,+0.0E+00,-10.050E-03
-236.800E-03,-38.945E-03,+0.0E+00
-234.900E-03,+0.0E+00,-10.050E-03
-233.000E-03,-20.101E-03,-20.101E-03
-231.100E-03,-20.101E-03,+0.0E+00
-229.200E-03,-18.844E-03,+0.0E+00
-227.300E-03,-10.050E-03,+10.050E-03
-225.400E-03,-20.101E-03,-20.101E-03
-223.500E-03,-40.201E-03,-18.844E-03
-221.600E-03,-79.146E-03,+0.0E+00
-219.700E-03,-60.302E-03,+20.101E-03
-217.800E-03,-38.945E-03,+20.101E-03
-215.900E-03,+0.0E+00,+0.0E+00
-214.000E-03,+0.0E+00,-18.844E-03
-212.100E-03,-8.794E-03,+0.0E+00
-210.200E-03,-20.101E-03,+0.0E+00
-208.300E-03,-10.050E-03,+0.0E+00
-206.400E-03,+0.0E+00,+0.0E+00
-204.500E-03,-28.894E-03,+10.050E-03
-202.600E-03,-20.101E-03,+0.0E+00
-200.700E-03,-20.101E-03,+0.0E+00
-198.800E-03,+0.0E+00,+20.101E-03
-196.900E-03,-10.050E-03,+0.0E+00
-195.000E-03,+0.0E+00,+18.844E-03
-193.100E-03,-20.101E-03,+0.0E+00
-191.200E-03,-20.101E-03,+0.0E+00
-189.300E-03,+0.0E+00,+8.794E-03
-187.400E-03,+0.0E+00,+0.0E+00
-185.500E-03,-10.050E-03,+8.794E-03
-183.600E-03,-18.844E-03,+20.101E-03
-181.700E-03,+20.101E-03,+28.894E-03
-179.800E-03,+20.101E-03,+0.0E+00
-177.900E-03,+10.050E-03,+0.0E+00
-176.000E-03,-20.101E-03,-18.844E-03
-174.100E-03,-8.794E-03,-8.794E-03
-172.200E-03,-18.844E-03,+0.0E+00
-170.300E-03,-10.050E-03,+0.0E+00
-168.400E-03,-18.844E-03,+0.0E+00
-166.500E-03,-20.101E-03,+0.0E+00
-164.600E-03,+0.0E+00,-18.844E-03
-162.700E-03,-20.101E-03,-8.794E-03
-160.800E-03,+0.0E+00,-18.844E-03
-158.900E-03,-8.794E-03,-10.050E-03
-157.000E-03,-20.101E-03,-18.844E-03
-155.100E-03,-20.101E-03,-8.794E-03
-153.200E-03,-20.101E-03,-18.844E-03
-151.300E-03,-40.201E-03,+0.0E+00
-149.400E-03,-20.101E-03,+0.0E+00
-147.500E-03,+0.0E+00,-10.050E-03
-145.600E-03,-20.101E-03,+20.101E-03
-143.700E-03,-20.101E-03,-8.794E-03
-141.800E-03,-59.045E-03,+18.844E-03
-139.900E-03,-40.201E-03,+8.794E-03
-138.000E-03,-20.101E-03,+0.0E+00
-136.100E-03,-10.050E-03,+20.101E-03
-134.200E-03,-20.101E-03,-18.844E-03
-132.300E-03,-30.151E-03,-20.101E-03
-130.400E-03,+0.0E+00,+18.844E-03
-128.500E-03,-10.050E-03,-8.794E-03
-126.600E-03,+0.0E+00,+0.0E+00
-124.700E-03,-10.050E-03,-10.050E-03
-122.800E-03,-20.101E-03,+0.0E+00
-120.900E-03,-10.050E-03,+0.0E+00
-119.000E-03,+0.0E+00,+0.0E+00
-117.100E-03,-20.101E-03,+8.794E-03
-115.200E-03,-20.101E-03,+18.844E-03
-113.300E-03,-8.794E-03,-10.050E-03
-111.400E-03,+0.0E+00,+0.0E+00
-109.500E-03,-10.050E-03,+10.050E-03
-107.600E-03,+0.0E+00,+0.0E+00
-105.700E-03,-20.101E-03,-20.101E-03
-103.800E-03,-20.101E-03,+0.0E+00
-101.900E-03,-8.794E-03,+10.050E-03
-100.000E-03,-20.101E-03,+0.0E+00
-98.100E-03,-8.794E-03,-8.794E-03
-96.200E-03,-20.101E-03,+0.0E+00
-94.300E-03,-20.101E-03,+0.0E+00
-92.400E-03,-18.844E-03,+0.0E+00
-90.500E-03,-10.050E-03,+0.0E+00
-88.600E-03,+0.0E+00,+0.0E+00
-86.700E-03,+0.0E+00,-10.050E-03
-84.800E-03,-20.101E-03,+0.0E+00
-82.900E-03,-20.101E-03,+10.050E-03
-81.000E-03,-18.844E-03,+18.844E-03
-79.100E-03,+0.0E+00,+0.0E+00
-77.200E-03,-18.844E-03,+0.0E+00
-75.300E-03,-10.050E-03,-20.101E-03
-73.400E-03,+0.0E+00,+18.844E-03
-71.500E-03,-20.101E-03,-20.101E-03
-69.600E-03,+0.0E+00,+0.0E+00
-67.700E-03,-10.050E-03,+0.0E+00
-65.800E-03,+0.0E+00,+0.0E+00
-63.900E-03,+0.0E+00,+0.0E+00
-62.000E-03,+0.0E+00,-18.844E-03
-60.100E-03,+0.0E+00,+20.101E-03
-58.200E-03,+0.0E+00,-18.844E-03
-56.300E-03,-20.101E-03,-30.151E-03
-54.400E-03,+0.0E+00,-20.101E-03
-52.500E-03,-8.794E-03,+0.0E+00
-50.600E-03,-18.844E-03,+0.0E+00
-48.700E-03,+0.0E+00,-10.050E-03
-46.800E-03,+0.0E+00,-20.101E-03
-44.900E-03,-8.794E-03,-8.794E-03
-43.000E-03,-20.101E-03,+0.0E+00
-41.100E-03,-8.794E-03,+0.0E+00
-39.200E-03,+0.0E+00,+0.0E+00
-37.300E-03,-20.101E-03,+0.0E+00
-35.400E-03,-18.844E-03,+0.0E+00
-33.500E-03,-20.101E-03,-8.794E-03
-31.600E-03,+0.0E+00,+0.0E+00
-29.700E-03,-20.101E-03,-20.101E-03
-27.800E-03,-18.844E-03,+0.0E+00
-25.900E-03,-10.050E-03,-20.101E-03
-24.000E-03,+0.0E+00,-18.844E-03
-22.100E-03,-30.151E-03,+0.0E+00
-20.200E-03,-38.945E-03,+0.0E+00
-18.300E-03,-28.894E-03,+10.050E-03
-16.400E-03,-20.101E-03,+20.101E-03
-14.500E-03,+0.0E+00,+0.0E+00
-12.600E-03,-18.844E-03,+18.844E-03
-10.700E-03,-20.101E-03,+0.0E+00
-8.800E-03,-20.101E-03,+18.844E-03
-6.900E-03,-10.050E-03,-10.050E-03
-5.000E-03,-38.945E-03,-20.101E-03
-3.100E-03,-8.794E-03,+8.794E-03
-1.200E-03,+0.0E+00,+18.844E-03
+700E-06,-8.794E-03,+0.0E+00
+2.600E-03,+0.0E+00,+18.844E-03
+4.500E-03,-8.794E-03,-8.794E-03
+6.400E-03,-18.844E-03,+0.0E+00
+8.300E-03,-20.101E-03,+0.0E+00
+10.200E-03,-38.945E-03,+0.0E+00
+12.100E-03,+0.0E+00,+8.794E-03
+14.000E-03,-18.844E-03,+0.0E+00
+15.900E-03,+8.794E-03,+0.0E+00
+17.800E-03,+20.101E-03,+0.0E+00
+19.700E-03,+40.201E-03,+10.050E-03
+21.600E-03,+20.101E-03,-18.844E-03
+23.500E-03,-8.794E-03,-20.101E-03
+25.400E-03,+0.0E+00,-18.844E-03
+27.300E-03,+0.0E+00,-10.050E-03
+29.200E-03,+0.0E+00,-20.101E-03
+31.100E-03,-20.101E-03,-8.794E-03
+33.000E-03,+0.0E+00,+0.0E+00
+34.900E-03,-20.101E-03,+10.050E-03
+36.800E-03,-20.101E-03,+0.0E+00
+38.700E-03,-10.050E-03,-10.050E-03
+40.600E-03,+0.0E+00,+0.0E+00
+42.500E-03,+0.0E+00,+0.0E+00
+44.400E-03,+0.0E+00,+0.0E+00
+46.300E-03,-20.101E-03,-10.050E-03
+48.200E-03,-20.101E-03,+0.0E+00
+50.100E-03,-10.050E-03,-10.050E-03
+52.000E-03,-20.101E-03,-18.844E-03
+53.900E-03,-20.101E-03,-20.101E-03
+55.800E-03,-20.101E-03,-20.101E-03
+57.700E-03,-60.302E-03,-10.050E-03
+59.600E-03,-60.302E-03,-20.101E-03
+61.500E-03,-40.201E-03,+10.050E-03
+63.400E-03,-20.101E-03,+0.0E+00
+65.300E-03,-20.101E-03,+0.0E+00
+67.200E-03,-20.101E-03,+0.0E+00
+69.100E-03,-10.050E-03,-8.794E-03
+71.000E-03,-20.101E-03,-20.101E-03
+72.900E-03,-20.101E-03,-10.050E-03
+74.800E-03,+0.0E+00,-20.101E-03
+76.700E-03,+0.0E+00,+20.101E-03
+78.600E-03,-20.101E-03,+0.0E+00
+80.500E-03,-20.101E-03,+8.794E-03
+82.400E-03,+0.0E+00,+0.0E+00
+84.300E-03,+0.0E+00,+0.0E+00
+86.200E-03,-20.101E-03,-18.844E-03
+88.100E-03,-8.794E-03,+0.0E+00
+90.000E-03,-18.844E-03,+0.0E+00
+91.900E-03,+0.0E+00,+0.0E+00
+93.800E-03,-38.945E-03,+0.0E+00
+95.700E-03,+0.0E+00,+10.050E-03
+97.600E-03,+0.0E+00,+40.201E-03
+99.500E-03,+40.201E-03,+0.0E+00
+101.400E-03,+38.945E-03,-18.844E-03
+103.300E-03,+10.050E-03,-20.101E-03
+105.200E-03,+0.0E+00,-20.101E-03
+107.100E-03,-10.050E-03,-20.101E-03
+109.000E-03,-18.844E-03,+0.0E+00
+110.900E-03,-10.050E-03,-10.050E-03
+112.800E-03,-38.945E-03,+0.0E+00
+114.700E-03,-20.101E-03,-20.101E-03
+116.600E-03,+0.0E+00,+0.0E+00
+118.500E-03,-20.101E-03,+0.0E+00
+120.400E-03,-20.101E-03,+0.0E+00
+122.300E-03,+0.0E+00,+0.0E+00
+124.200E-03,+0.0E+00,+18.844E-03
+126.100E-03,-8.794E-03,-8.794E-03
+128.000E-03,-20.101E-03,+0.0E+00
+129.900E-03,-28.894E-03,+0.0E+00
+131.800E-03,-20.101E-03,-18.844E-03
+133.700E-03,-8.794E-03,-20.101E-03
+135.600E-03,-38.945E-03,-20.101E-03
+137.500E-03,-60.302E-03,-30.151E-03
+139.400E-03,-60.302E-03,+0.0E+00
+141.300E-03,-60.302E-03,+28.894E-03
+143.200E-03,-20.101E-03,+20.101E-03
+145.100E-03,-20.101E-03,+0.0E+00
+147.000E-03,-40.201E-03,+0.0E+00
+148.900E-03,-28.894E-03,-8.794E-03
+150.800E-03,-20.101E-03,+20.101E-03
+152.700E-03,-8.794E-03,+0.0E+00
+154.600E-03,+0.0E+00,-18.844E-03
+156.500E-03,-18.844E-03,-10.050E-03
+158.400E-03,+0.0E+00,+0.0E+00
+160.300E-03,-30.151E-03,+0.0E+00
+162.200E-03,-18.844E-03,+0.0E+00
+164.100E-03,-10.050E-03,+10.050E-03
+166.000E-03,+0.0E+00,+0.0E+00
+167.900E-03,-10.050E-03,+0.0E+00
+169.800E-03,+0.0E+00,+0.0E+00
+171.700E-03,+0.0E+00,+0.0E+00
+173.600E-03,+0.0E+00,+0.0E+00
+175.500E-03,-10.050E-03,+8.794E-03
+177.400E-03,+0.0E+00,+20.101E-03
+179.300E-03,+48.995E-03,+8.794E-03
+181.200E-03,+40.201E-03,+0.0E+00
+183.100E-03,+8.794E-03,-28.894E-03
+185.000E-03,-20.101E-03,-20.101E-03
+186.900E-03,-20.101E-03,-8.794E-03
+188.800E-03,-20.101E-03,+18.844E-03
+190.700E-03,-20.101E-03,+0.0E+00
+192.600E-03,+0.0E+00,+0.0E+00
+194.500E-03,+0.0E+00,-20.101E-03
+196.400E-03,-20.101E-03,-20.101E-03
+198.300E-03,-20.101E-03,+0.0E+00
+200.200E-03,+0.0E+00,+0.0E+00
+202.100E-03,-8.794E-03,+0.0E+00
+204.000E-03,+18.844E-03,+0.0E+00
+205.900E-03,-30.151E-03,-8.794E-03
+207.800E-03,-20.101E-03,+0.0E+00
+209.700E-03,-30.151E-03,-20.101E-03
+211.600E-03,+0.0E+00,+0.0E+00
+213.500E-03,-20.101E-03,-8.794E-03
+215.400E-03,+0.0E+00,-38.945E-03
+217.300E-03,-50.251E-03,+0.0E+00
+219.200E-03,-80.402E-03,+0.0E+00
+221.100E-03,-59.045E-03,+28.894E-03
+223.000E-03,-38.945E-03,+38.945E-03
+224.900E-03,-20.101E-03,+0.0E+00
+226.800E-03,+0.0E+00,-20.101E-03
+228.700E-03,-20.101E-03,+0.0E+00
+230.600E-03,-20.101E-03,+18.844E-03
+232.500E-03,-28.894E-03,+0.0E+00
+234.400E-03,-18.844E-03,+0.0E+00
+236.300E-03,-30.151E-03,+10.050E-03
+238.200E-03,+0.0E+00,+0.0E+00
+240.100E-03,-20.101E-03,+8.794E-03
+242.000E-03,-18.844E-03,+18.844E-03
+243.900E-03,+0.0E+00,+0.0E+00
+245.800E-03,-20.101E-03,+18.844E-03
+247.700E-03,+0.0E+00,+0.0E+00
+249.600E-03,-20.101E-03,+0.0E+00
+251.500E-03,-20.101E-03,+0.0E+00
+253.400E-03,-20.101E-03,-18.844E-03
+255.300E-03,-10.050E-03,+0.0E+00
+257.200E-03,+20.101E-03,+20.101E-03
+259.100E-03,+50.251E-03,+10.050E-03
+261.000E-03,+38.945E-03,+0.0E+00
+262.900E-03,+20.101E-03,-20.101E-03
+264.800E-03,+0.0E+00,+0.0E+00
+266.700E-03,-20.101E-03,-10.050E-03
+268.600E-03,+18.844E-03,-20.101E-03
+270.500E-03,-10.050E-03,+0.0E+00
+272.400E-03,-18.844E-03,-20.101E-03
+274.300E-03,-20.101E-03,+10.050E-03
+276.200E-03,-18.844E-03,+0.0E+00
+278.100E-03,-20.101E-03,+8.794E-03
+280.000E-03,-20.101E-03,+0.0E+00
+281.900E-03,-10.050E-03,+10.050E-03
+283.800E-03,+0.0E+00,+0.0E+00
+285.700E-03,-8.794E-03,+0.0E+00
+287.600E-03,-18.844E-03,-18.844E-03
+289.500E-03,-10.050E-03,-10.050E-03
+291.400E-03,+0.0E+00,-20.101E-03
+293.300E-03,-28.894E-03,-10.050E-03
+295.200E-03,+18.844E-03,+0.0E+00
+297.100E-03,-30.151E-03,-8.794E-03
+299.000E-03,-60.302E-03,+20.101E-03
+300.900E-03,-60.302E-03,+28.894E-03
+302.800E-03,-40.201E-03,+0.0E+00
+304.700E-03,+0.0E+00,+0.0E+00
+306.600E-03,-20.101E-03,+0.0E+00
+308.500E-03,-20.101E-03,-10.050E-03
+310.400E-03,-38.945E-03,+0.0E+00
+312.300E-03,-10.050E-03,-8.794E-03
+314.200E-03,-20.101E-03,-18.844E-03
+316.100E-03,-20.101E-03,+0.0E+00
+318.000E-03,-18.844E-03,+20.101E-03
+319.900E-03,-20.101E-03,+8.794E-03
+321.800E-03,-38.945E-03,+0.0E+00
+323.700E-03,-10.050E-03,+0.0E+00
+325.600E-03,+0.0E+00,-18.844E-03
+327.500E-03,-20.101E-03,+0.0E+00
+329.400E-03,+0.0E+00,+0.0E+00
+331.300E-03,+0.0E+00,+0.0E+00
+333.200E-03,+0.0E+00,+0.0E+00
+335.100E-03,-20.101E-03,+10.050E-03
+337.000E-03,+0.0E+00,+18.844E-03
+338.900E-03,+8.794E-03,+8.794E-03
+340.800E-03,+38.945E-03,+0.0E+00
+342.700E-03,+0.0E+00,-30.151E-03
+344.600E-03,-18.844E-03,+0.0E+00
+346.500E-03,-20.101E-03,+0.0E+00
+348.400E-03,+0.0E+00,-18.844E-03
+350.300E-03,+0.0E+00,+0.0E+00
+352.200E-03,-20.101E-03,+0.0E+00
+354.100E-03,-10.050E-03,-8.794E-03
+356.000E-03,-20.101E-03,+0.0E+00
+357.900E-03,-8.794E-03,-20.101E-03
+359.800E-03,-20.101E-03,+20.101E-03
+361.700E-03,-8.794E-03,+0.0E+00
+363.600E-03,+0.0E+00,+0.0E+00
+365.500E-03,+0.0E+00,+0.0E+00
+367.400E-03,-18.844E-03,+0.0E+00
+369.300E-03,-20.101E-03,-8.794E-03
+371.200E-03,-18.844E-03,-20.101E-03
+373.100E-03,-30.151E-03,-30.151E-03
+375.000E-03,-18.844E-03,-20.101E-03
